r,rho,p,p_over_rho
0.0,0.17241785501621995,0.022104853207207686,0.1282051282051282
0.006513653809530656,0.17239722459614962,0.0221007269831526,0.12819653584867632
0.013027307619061313,0.17233536273350758,0.022088352511149035,0.12817074894434502
0.01954096142859197,0.17223235752486937,0.02206774238099805,0.12812773800539537
0.026054615238122626,0.17208835547798218,0.022038917540138675,0.12806745394785554
0.03256826904765328,0.17190356103389248,0.022001907240480897,0.1279898281812964
0.03908192285718394,0.17167823590179906,0.021956748964324552,0.12789477273568875
0.04559557666671459,0.17141269821046348,0.021903488329713675,0.12778218042411416
0.05210923047624525,0.17110732148104607,0.02184217897567118,0.1276519250410374
0.05862288428577591,0.1707625334272293,0.02177288242785057,0.12750386159578217
0.06513653809530656,0.170378814589428,0.021695667945229462,0.1273378265807918
0.07165019190483722,0.1699566968107718,0.021610612348552913,0.12715363827418916
0.07816384571436788,0.169496761563356,0.02151779983131267,0.12695109707609106
0.08467749952389854,0.1689996381340002,0.02141732175412076,0.12672998587806983
0.09119115333342918,0.16846600167941872,0.02130927642340203,0.1264900704650923
0.09770480714295984,0.16789657116128412,0.021193768855389816,0.12623109994921067
0.1042184609524905,0.167292107172164,0.02107091052646148,0.12595280723421662
0.11073211476202116,0.1666534096637133,0.02094081911089627,0.12565490951041652
0.11724576857155182,0.1659813155888233,0.020803618207175856,0.12533710877862633
0.12375942238108247,0.16527669646964935,0.02065943705397875,0.12499909240243409
0.13027307619061312,0.16454045590357966,0.02050841023704291,0.12464053368771989
0.1367867300001438,0.16377352701924947,0.020350677388086613,0.12426109248837666
0.14330038380967444,0.16297686989466634,0.020186382876985855,0.1238604158371217
0.1498140376192051,0.1621514689493887,0.020015675498407808,0.12343813860024402
0.15632769142873576,0.1612983303224975,0.019838708154093786,0.12299388415508436
0.1628413452382664,0.16041847924782088,0.019655637531972494,0.12252726508900312
0.16935499904779708,0.15951295743752789,0.019466623783265358,0.12203788391854827
0.17586865285732772,0.1585828204847908,0.019271830198720363,0.12152533382749783
0.18238230666685837,0.15762913529575032,0.01907142288508012,0.12098919942241342
0.18889596047638904,0.15665297756049343,0.01886557044285385,0.12042905750430874
0.19540961428591969,0.1556554292721891,0.018654443646421916,0.11984447785500342
0.20192326809545036,0.15463757630291983,0.01843821512745671,0.11923502403670669
0.208436921904981,0.1536005060441133,0.01821705906259459,0.1186002542033471
0.21495057571451165,0.15254530511881464,0.017991150866241427,0.1179397219221428
0.22146422952404232,0.15147305717236112,0.017760666889339444,0.11725297700388783
0.22797788333357297,0.15038484074733074,0.01752578412486571,0.1165395663404111
0.23449153714310364,0.14928172724793692,0.01728667992077376,0.1157990347476547
0.24100519095263429,0.14816477899834818,0.0170435317010295,0.11503092581280407
0.24751884476216493,0.14703504739871834,0.0167965166953316,0.1142347827438998
0.2540324985716956,0.14589357118203541,0.016545811678045065,0.11341014922035463
0.26054615238122625,0.14474137477423313,0.0162915927168155,0.11255657024280061
0.2670598061907569,0.1435794667593651,0.016034034931270712,0.11167359298069603
0.2735734600002876,0.14240883845102376,0.015773312262156315,0.11076076761612631
0.2800871138098182,0.14123046257059296,0.015509597251193387,0.10981764818224704
0.2866007676193489,0.14004529203236202,0.015243060831888887,0.10884379339482889
0.29311442142887956,0.13885425883499905,0.014973872131474334,0.10783876747538462
0.2996280752384102,0.13765827305838854,0.014702198284094789,0.10680214096437755
0.30614172904794085,0.1364582219643769,0.014428204255319191,0.10573349152303732
0.3126553828574715,0.1352549691995506,0.014152052677994659,0.10463240472233741
0.31916903666700214,0.13404935409778695,0.013873903699421295,0.10349847481771896
0.3256826904765328,0.13284219107996997,0.013593914839780903,0.10233130550818355
0.3321963442860635,0.1316342691479588,0.013312240861712786,0.10113051067841335
0.33870999809559416,0.13042635146962273,0.013029033650892235,0.09989571512262072
0.3452236519051248,0.12921917505152397,0.01274444210743295,0.09862655524887322
