r,rho,p,p_over_rho
0.0,0.006639745282115008,0.0009698504344662373,0.1460674157303371
0.036383290143318446,0.006638738115922285,0.0009696489926955626,0.14605923230650805
0.07276658028663689,0.00663571840825152,0.0009690449232661511,0.1460346662783555
0.10914987042995533,0.00663069152451788,0.000968038993013678,0.1459936704089193
0.14553316057327378,0.006623666382776026,0.0009666324772952062,0.14593616607998358
0.18191645071659224,0.006614655417448596,0.0009648271559523763,0.1458620434569106
0.21829974085991066,0.006603674528912801,0.0009626253076932746,0.1457711617189221
0.25468303100322914,0.006590743019306892,0.0009600297029260026,0.14566334935434383
0.29106632114654757,0.006575883515014709,0.0009570435950858663,0.145538404520191
0.327449611289866,0.006559121876377838,0.0009536707105066149,0.14539609546533738
0.3638329014331845,0.006540487095270244,0.0009499152368941854,0.145236161016374
0.4002161915765029,0.006520011181248701,0.0009457818104689198,0.14505831112513295
0.4365994817198213,0.006497729037063094,0.0009412755018491061,0.14486222747671745
0.4729827718631398,0.006473678324373251,0.0009364018007549488,0.1446475641567511
0.5093660620064583,0.006447899320572565,0.0009311665996176019,0.1444139483764327
0.5457493521497767,0.006420434767663252,0.0009255761761827083,0.14416098125385615
0.5821326422930951,0.006391329714163101,0.0009196371752019244,0.1438882386499355
0.6185159324364136,0.006360631351049016,0.0009133565893091468,0.14359527205715406
0.654899222579732,0.0063283888427585885,0.0009067417391806334,0.1432816095392423
0.6912825127230505,0.006294653154277324,0.0008998002530798574,0.14294675671977697
0.727665802866369,0.006259476875336356,0.0008925400458888144,0.14259019781758572
0.7640490930096874,0.006222914042733973,0.0008849692977276239,0.14221139672673702
0.8004323831530058,0.006185019961774083,0.0008770964322636158,0.14180979813879752
0.8368156732963242,0.006145851027787074,0.000868930094809768,0.14138482870494212
0.8731989634396427,0.006105464548663287,0.000860479130310337,0.14093589823541403
0.9095822535829612,0.006063918569287808,0.0008517525613088977,0.14046240093374704
0.9459655437262796,0.006021271698717754,0.000842759565990779,0.13996371666308413
0.982348833869598,0.0059775829408908205,0.0008335094563881568,0.13943921224185332
1.0187321240129166,0.00593291152959714,0.0008240116568318565,0.13888824276599468
1.0551154141562349,0.005887316768386271,0.0008142756827293019,0.13831015295487437
1.0914987042995534,0.00584085787601844,0.0008043111197430917,0.13770427851796482
1.1278819944428717,0.005793593838004428,0.0007941276034394325,0.13706994753932655
1.1642652845861903,0.005745583264712715,0.0007837347994701784,0.1364064818768867
1.2006485747295088,0.005696884256456467,0.0007731423843465893,0.13571319857347663
1.2370318648728271,0.0056475542759070185,0.0007623600268571497,0.13498941127656747
1.2734151550161457,0.00559765002811564,0.0007513973701759881,0.1342344316636269
1.309798445159464,0.005547227348362191,0.000740264014702608,0.13344757087000764
1.3461817353027825,0.005496341097987685,0.000728969501667867,0.13262814091628275
1.382565025446101,0.005445045068309272,0.0007175232975354586,0.13177545613194622
1.4189483155894194,0.005393391892660104,0.0007059347792225876,0.13088883457241407
1.455331605732738,0.005341432966543958,0.0006942132201581418,0.12996759942628566
1.4917148958760562,0.005289218375845393,0.000682367777191477,0.12901108040985582
1.5280981860193747,0.005236796832990734,0.0006704074783599616,0.1280186151459101
1.5644814761626933,0.005184215620913795,0.000658341211518728,0.12698955052388147
1.6008647663060116,0.005131520544642537,0.0006461777138316319,0.12592324403850647
1.6372480564493301,0.005078755890289421,0.0006339255621182772,0.12481906510418084
1.6736313465926485,0.005025964391198707,0.000621593164048118,0.1236763963422881
1.710014636735967,0.004973187200978274,0.000609188750169101,0.12249463483885498
