r,rho,p,p_over_rho
0.0,0.0059683103659460765,0.001193662073189215,0.19999999999999996
0.05045454545454545,0.0059664876901240555,0.0011932975083329828,0.19999999502356663
0.1009090909090909,0.005961025892323824,0.0011922047039753599,0.199999920401385
0.15136363636363637,0.005951943612713941,0.0011903863253206956,0.19999959723709623
0.2018181818181818,0.005939271756156999,0.0011878467963417154,0.19999872797709978
0.25227272727272726,0.005923053251440813,0.0011845922729426,0.19999689731886877
0.30272727272727273,0.005903342718867368,0.0011806306058130206,0.1999935734782377
0.35318181818181815,0.00588020605074482,0.0011759712933895618,0.19998810981132314
0.4036363636363636,0.005853719910459119,0.001170625425446998,0.19997974678552452
0.4540909090909091,0.00582397115681481,0.001164605617938623,0.19996761429284926
0.5045454545454545,0.0057910562012100176,0.0011579259397907944,0.19995073429763133
0.5549999999999999,0.005755080305933971,0.0011506018324306936,0.19992802380955946
0.6054545454545455,0.005716156832436047,0.0011426500228871015,0.19989829817180504
0.6559090909090909,0.005674406448806834,0.001134088431351028,0.19986027465295414
0.7063636363636363,0.00562995630593306,0.001124936074116011,0.19981257633039018
0.7568181818181818,0.005582939191841505,0.0011152129628367586,0.19975373625176654
0.8072727272727273,0.005533492673639401,0.0011049400010498239,0.19968220186024033
0.8577272727272727,0.005481758236200515,0.001094138878891753,0.19959633966822227
0.9081818181818182,0.005427880426350338,0.0010828319669293838,0.19949444016353748
0.9586363636363636,0.0053720060107870105,0.001071042209984773,0.19937472293108305
1.009090909090909,0.005314283155353919,0.001058793021794735,0.19923534197233075
1.0595454545454546,0.005254860632575152,0.0010461081812935522,0.19907439120434017
1.1099999999999999,0.005193887063595173,0.0010330117312484597,0.1988899101193425
1.1604545454545454,0.005131510199849304,0.0010195278799125147,0.19867988958541968
1.210909090909091,0.0050678762489508875,0.0010056809062898892,0.1984422777683408
1.2613636363636362,0.005003129248432409,0.0009914950695359634,0.19817498615423954
1.3118181818181818,0.004937410490138241,0.0009769945229402325,0.19787589565251598
1.3622727272727273,0.004870857997250988,0.0009622032328652934,0.19754286275813032
1.4127272727272726,0.004803606055154589,0.000947144902941267,0.19717372575232672
1.4631818181818181,0.004735784796606614,0.0009318429037430198,0.1967663109207842
1.5136363636363637,0.004667519841018042,0.0009163202081084298,0.19631843876823657
1.564090909090909,0.004598931987028127,0.0009005993321904891,0.19582793020874065
1.6145454545454545,0.004530136957019232,0.0008847022822749256,0.19529261271099574
1.665,0.004461245191744363,0.0008686505073387606,0.19471032637843316
1.7154545454545453,0.0043923616928395045,0.0008524648572741606,0.19407892994419423
1.7659090909090909,0.004323585910662856,0.0008361655466563553,0.1933963066616066
1.8163636363636364,0.0042550116746418514,0.0008197721238943644,0.19266037007133838
1.8668181818181817,0.0041867271631128465,0.0008033034455688314,0.19186906962706698
1.9172727272727272,0.004118814909503736,0.0007867776557323073,0.191020396162231
1.9677272727272728,0.004051351841631447,0.0007702121699236724,0.19011238718124127
2.018181818181818,0.003984409350858968,0.000753623663629809,0.189143131959406
2.0686363636363634,0.003918053387874711,0.0007370280649138246,0.18811077643676885
2.119090909090909,0.0038523445819146802,0.0007204405509197285,0.18701352789206033
2.1695454545454544,0.0037873383803395176,0.000703875547958148,0.18584965938402598
2.2199999999999998,0.0037230852055981983,0.0006873467348759683,0.18461751394849701
2.2704545454545455,0.003659630626752836,0.0006708670494143933,0.1833155085407209
2.320909090909091,0.0035970155428993985,0.000654448697264353,0.18194213771365308
2.371363636363636,0.0035352763759926784,0.000638103163535099,0.1804959770241229
2.421818181818182,0.0034744452707662645,0.0006218412263608268,0.17897568616001946
2.472272727272727,0.003414550299625711,0.0006056729723808902,0.17738001178289323
2.5227272727272725,0.003355615670582307,0.0005896078138412655,0.1757077900816185
2.5731818181818182,0.0032976619364828963,0.0005736545070781124,0.17395794903401787
2.6236363636363635,0.003240706203975628,0.0005578211721582343,0.1721295103745941
2.674090909090909,0.003184762340830277,0.0005421153134657032,0.17022159126774028
2.7245454545454546,0.0031298411804033316,0.0005265438410387112,0.1682334056870123
2.775,0.0030759507222009506,0.0005111130924755466,0.16616426550222083
2.825454545454545,0.0030230963276463153,0.000495828855243358,0.1640135812772444
2.875909090909091,0.0029712809103011914,0.00048069638923790685,0.16178086278257003
2.9263636363636363,0.0029205051199241465,0.000465720449456645,0.15946571922761807
2.9768181818181816,0.002870767519869786,0.0004509053086611434,0.15706785921891572
3.0272727272727273,0.002822064757444509,0.00043625477991801804,0.15458709045112912
3.0777272727272726,0.0027743917269348623,0.000421772238920003,0.15202331913884973
3.128181818181818,0.002727741725114746,0.0004074606460006452,0.14937654919785515
3.1786363636363637,0.0026821065991181636,0.00039332256776723827,0.14664688118531785
3.229090909090909,0.0026374768866350116,0.0003793601982870104,0.14383451100912276
3.2795454545454543,0.0025938419484494812,0.00036557537977126894,0.14093972841706823
3.33,0.0025511900933942854,0.0003519696227111584,0.1379629152772669
3.3804545454545454,0.0025095086958398624,0.0003385441254269218,0.13490454366153154
3.4309090909090907,0.0024687843058765354,0.0003252997930000966,0.13176517374392485
3.4813636363636364,0.0024290027523798867,0.0003122372555649357,0.12854545152697422
3.5318181818181817,0.0023901492391759714,0.0002993568859415547,0.12524610640830153
3.582272727272727,0.002352208434543988,0.00028665881659889144,0.12186794860059443
3.632727272727273,0.0023151645543102763,0.0002741429559405752,0.11841186641795605
3.683181818181818,0.0022790014387994127,0.0002618090039112391,0.11487882344170927
3.7336363636363634,0.0022437026239163797,0.0002496564669247485,0.11126985557871011
3.784090909090909,0.0022092514066386557,0.00023768467211925798,0.10758606802513788
3.8345454545454545,0.0021756309051990295,0.00022589278094701135,0.10382863214858883
3.885,0.0021428241142394796,0.0002142798021093781,0.09999878230109857
3.9354545454545455,0.002110813955213868,0.00020284460384983275,0.09609781257547186
3.985909090909091,0.002079583322312755,0.00019158592561943164,0.09212707351699873
4.036363636363636,0.002049115124177823,0.00018050238913088995,0.08808796880229647
4.086818181818182,0.0020193923216662597,0.00016959250881861526,0.08398195189663767
4.137272727272727,0.001990397961917394,0.0001588547017230505,0.0798105227007077
4.1877272727272725,0.0019621152089650397,0.00014828729681844557,0.07557522419729008
4.238181818181818,0.0019345273711295844,0.00013788854380374023,0.07127763910790579
4.288636363636363,0.0019076179254140118,0.0001276566213766084,0.06691938656893412
4.339090909090909,0.001881370539117986,0.00011758964501093643,0.06250211883623105
4.389545454545455,0.0018557690888738529,0.00010768567425807506,0.0580275180267296
4.4399999999999995,0.001830797677298123,9.794271959215167e-05,0.0534972929049674
4.490454545454545,0.0018064406474418001,8.835874881956898e-05,0.04891317572193621
4.540909090909091,0.0017826825952127843,7.893169307256839e-05,0.04427691911310042
4.591363636363636,0.0017595083799336628,6.965945240639531e-05,0.03959029306187312
4.641818181818182,0.0017369031331885406,6.053990101921515e-05,0.03485508193429204
4.692272727272727,0.001714852266103146,5.157089211347273e-05,0.03007308159009122
4.742727272727272,0.0016933414751933748,4.275026241688714e-05,0.025246096574824153
4.793181818181818,0.0016723567469086864,3.4075836380747004e-05,0.02037593739717044
4.843636363636364,0.0016518843609883858,2.5545430072605635e-05,0.015464417895040076
4.894090909090909,0.0016319108927407837,1.7156854779894665e-05,0.010513352693589684
4.944545454545454,0.0016124232143476095,8.907920340377332e-06,0.005524554757778961
4.995,0.0015934084952887483,7.964382147625951e-07,0.0004998330416320952
